GT,Result
30466 699830 261748 71003 617177 298796 30245 467931 289288 232811 ,528265 684620 761581 577064 730177 180978 467716 578092 272861 739183 
538689 60379 836748 592980 500558 742928 395623 704794 551295 687641 ,577893 704945 70006 687 801741 463272 59110 664484 529804 395062 
297636 592980 370538 828891 60379 574887 487024 66379 942794 828498 ,167790 79319 719433 83222 485099 290041 819060 397270 737377 481204 
798633 176621 453505 813093 840120 932368 285610 88639 78337 530951 ,763944 468601 798633 29593 805039 917912 176621 353013 381641 956035 
588387 128847 331722 148548 297636 782645 338599 343066 644849 184589 ,558871 887616 898576 513920 128381 933921 588387 170708 331722 732105 
267829 8828 100496 16722 635099 636826 463411 698478 254928 513843 ,426415 435036 288034 686737 96475 261706 698901 325856 160840 24334 
386729 55766 298796 661486 658658 617177 974097 861966 938015 550713 ,663045 172105 32190 134766 31509 84582 134793 956073 587311 357512 
201687 813663 271554 304370 845267 62538 195933 980202 297805 890851 ,685540 271554 542987 628736 651574 285113 373787 625757 703510 169785 
911078 895950 89419 824226 120183 534567 216407 130909 719820 744931 ,422138 807848 558468 907771 686298 546338 905286 795877 478159 770164 
392147 671258 235146 234007 500558 834280 125260 106335 370538 509335 ,341948 86123 535552 320901 957304 887125 845797 230682 386699 812437 
414491 172317 315308 386729 136532 576236 659613 664567 190409 30466 ,685735 688541 38965 537027 537694 37722 559475 768170 481687 809900 
254928 61303 862533 551303 944559 204546 597526 531166 281594 230255 ,711339 248291 580735 953848 238185 732352 54256 70236 387097 386820 
680258 848706 515939 165165 976318 100491 557739 676472 274567 665865 ,822700 579291 267950 414799 958706 561942 959357 596667 687155 80315 
614134 531690 450451 588387 881863 478377 404407 854911 797239 185345 ,274498 894084 894897 32804 314000 982087 624576 251970 687719 646294 
829853 819086 361119 793605 297636 902537 235960 450451 764138 505101 ,793605 215995 228895 735401 120586 664509 562118 577445 236533 412228 
698478 463411 267829 377767 8828 805122 528918 865883 16722 925940 ,586504 862611 425504 326371 292682 316887 309324 575554 684296 347757 
952904 666683 395116 901547 411391 935216 563015 997767 561663 201687 ,911530 293631 982708 923994 81735 868842 380584 110975 191248 187502 
770844 509335 343295 987344 62879 848414 972167 476785 503698 857943 ,278897 281895 247180 278910 570139 225424 881921 915686 624574 43127 
712709 821116 94099 308637 279228 19912 254928 4473 338233 211880 ,822132 980882 279228 305556 497826 961924 62545 982327 4473 797434 
201687 128847 450451 475629 361119 531690 500558 770844 591380 990135 ,736020 668096 264884 801534 482700 628334 868842 105674 266497 116754 
810187 607459 75440 196868 71679 182343 620039 425400 980419 214466 ,844991 776246 21635 711630 128532 195010 98532 695399 484012 362065 
788832 298043 58793 652750 266268 966233 561074 535096 834280 469374 ,182827 10747 827581 978134 890304 884386 148224 226838 965521 784323 
450451 819086 297636 829853 531690 343857 890416 361119 105674 352188 ,392825 91115 267373 753029 940586 247216 933193 295968 131340 680844 
64722 242701 849790 694950 175178 96783 887840 429704 531166 342848 ,116311 434845 64391 229243 737155 325616 323455 240640 732519 6736 
479709 89280 386729 997991 979573 862533 982949 525240 903273 556418 ,391064 553008 595371 454371 694258 754594 342020 701228 156538 632736 
827499 531690 848871 854911 134430 554218 785957 880053 825257 304056 ,42464 913027 231747 361195 625289 247927 478370 991521 405274 735884 
523176 244168 386729 630737 327424 997991 218615 467931 136532 83901 ,140554 420658 792173 822748 553050 868359 719815 204205 125688 129934 
467931 232811 915316 59866 528918 159032 234553 661486 348900 479000 ,661486 467931 232811 736586 621581 915316 282336 789357 353465 613616 
407833 209841 270917 298566 427601 178722 696302 435314 401964 349406 ,750376 150126 749492 746828 149589 166034 603950 727942 972522 996673 
513843 698478 289288 528918 71003 136532 822117 434509 934671 389930 ,224669 946586 763159 32622 326017 692714 33262 285408 264435 584542 
572751 21110 641407 559314 458765 172654 509326 843679 449937 930061 ,890007 703195 889959 521977 218250 963938 247761 178996 501350 298972 
318800 238627 979419 992212 310601 62798 98163 714809 57157 486809 ,80315 561243 318800 267950 985188 44980 803934 2492 968873 62798 
478377 986900 597027 396416 268264 232776 895459 130138 2665 828035 ,883989 635147 669430 372471 498450 171071 930041 64931 299109 111796 
524310 720199 386729 616110 99819 610061 949952 576236 71155 897731 ,699806 386729 292428 107007 863011 908225 563353 316278 284539 501085 
83127 136532 507337 386729 414491 72746 576576 254928 82749 879596 ,78261 566084 109006 551117 163012 366760 582041 793618 506118 115047 
326715 386729 617177 733343 946303 712709 649612 175427 258115 586011 ,308002 436552 284691 481090 950535 435393 582411 33290 595487 324731 
770844 485024 148941 226459 297636 394319 179665 987344 160113 878366 ,432985 692171 436309 432160 129269 253890 809019 838975 243330 511691 
513843 136532 432879 244168 523176 522276 261483 997991 487962 742221 ,450802 337230 698091 598087 677836 131736 156891 830084 464860 806500 
95375 254518 850820 986900 318800 368515 634647 672668 316505 275370 ,833597 729698 483238 770632 583852 291770 991565 945837 95375 387013 
102818 531690 411391 588387 84844 450451 987336 770844 835957 268264 ,173087 577473 666230 736357 783150 525916 512832 844426 941609 800953 
829853 366874 842271 562260 100816 770844 538689 646045 369124 729289 ,895588 185212 439273 274902 731806 484913 543119 928696 154729 975010 
927095 527344 615364 584018 342660 810190 336859 267829 721974 259804 ,479748 423813 52689 373391 698884 540216 907744 770024 899299 642524 
128847 500558 842271 829853 819086 966233 476785 538689 856877 185872 ,621828 137696 179823 360048 569425 284514 388884 935333 715997 148990 
17073 485024 50110 618376 588387 669318 614134 812069 50168 995474 ,745539 361239 961021 918648 413408 207386 136884 949719 214198 668610 
975507 638229 554247 819832 943321 988403 960506 638065 484537 269741 ,975035 975507 638229 942004 848893 45930 819416 554247 484214 403575 
527764 209000 912966 131491 467402 865775 324114 232589 46655 259269 ,888605 527764 92975 744295 209000 139073 912966 131491 535849 814048 
865567 80315 538689 729289 62798 779388 503698 320858 915916 370847 ,185231 806330 69350 730998 432284 682037 202127 798564 435509 94499 
140181 23168 398813 8863 90109 978448 551295 729289 519042 440031 ,348000 140181 946203 819404 328928 620645 270139 629469 197233 871567 
407703 681796 763007 953789 390461 844314 15691 301984 931845 104901 ,983296 12966 416662 98801 439050 840781 199069 134627 966746 631976 
742221 554870 501108 128601 308637 509326 244461 429991 367417 5373 ,695743 481219 306404 744102 351703 738502 480867 695048 740176 464788 
728292 376502 260808 348861 303649 835957 595917 538689 568322 75911 ,498444 572936 572991 958101 594319 731341 318546 895419 751237 785006 
55766 290740 421315 976903 617177 332869 210926 943241 915316 172317 ,210539 84323 181807 864884 74564 892302 339115 570906 516770 287177 
318248 813509 850970 12992 739001 593886 793605 352465 450451 42822 ,262661 318248 391586 309040 21229 813509 236350 851253 620681 285199 
588387 995474 667322 201687 677012 813663 348861 62879 797239 749959 ,408104 625355 757213 625350 728190 230591 909738 163078 142512 73042 
16722 513843 267829 262964 463411 698478 256404 645524 473396 636826 ,180780 453532 466123 958686 20755 519456 511548 229270 734658 965595 
987344 531690 972167 226459 986066 770844 759920 297636 57074 969085 ,929681 930001 354714 460787 471969 362163 955902 335295 980692 753076 
535725 557450 695288 268264 728950 728292 756724 318761 239996 966233 ,276645 197829 118467 465303 943521 416143 964131 376707 508665 964661 
128847 98163 500558 198529 719587 848871 538689 450451 494831 588387 ,886398 197856 183845 985632 381414 11367 915617 49984 996994 858157 
12992 128847 29785 770844 476785 842271 84844 955938 211787 328296 ,34477 887517 244571 792288 143165 970404 373800 29785 780650 941188 
297636 887616 841377 259955 79340 450451 469908 401095 994311 192501 ,90331 778956 126099 146168 316837 742114 968417 460057 800582 522347 
226459 394319 749959 588387 271554 531690 180609 561525 770844 206238 ,490582 440516 286516 353006 21588 181535 115182 181499 268007 862 
541935 554218 825257 103600 888036 835943 802606 824861 817915 531690 ,541923 263012 541935 254247 92672 522147 609204 997634 402558 766840 
62879 500558 128847 842271 450451 201687 966233 304370 361533 297636 ,400966 401199 198559 629431 871842 432173 479608 615536 984691 965931 
888133 573294 578919 43127 411391 394310 299874 62879 201687 317427 ,459836 66543 198200 627990 67742 843244 572901 596941 620771 514701 
297636 509335 256352 664204 40300 476785 778998 888133 210238 793605 ,137582 266861 570523 541835 646234 744716 186832 543231 395105 679287 
963095 221885 843926 570938 679938 406428 850100 854255 274102 899596 ,867958 727022 903795 187851 895480 894898 80641 738159 963095 631282 
775960 983415 170275 139999 709798 315023 783671 804615 342594 340118 ,281244 267889 955708 448885 955694 535802 698282 514034 605926 639590 
509335 801741 832578 62879 770844 375303 830953 888133 603679 98602 ,692436 325799 371910 366551 326870 710191 692150 340134 904272 395822 
842271 130138 62879 845267 107713 966233 990135 296299 538689 770844 ,615735 224499 10068 559796 659488 224225 570190 923160 14302 837284 
130138 756342 563259 357494 836748 12848 898584 942514 60379 158856 ,58002 883120 474489 376759 849616 13086 265300 703274 867740 906156 
198529 212872 495791 184589 297805 862379 239556 594283 691981 84811 ,212872 608421 100792 10589 347180 617419 867996 554773 833597 680843 
214355 627330 614134 176213 62879 201687 331722 243026 130138 782645 ,455629 74598 706393 681422 225483 63670 243306 798717 844596 682703 
207862 564764 239070 12838 417068 890851 869046 729289 646045 853925 ,877820 878116 381458 684895 735116 838923 574288 913939 126730 17117 
332869 617177 974097 258115 289288 725467 234749 386729 463411 997991 ,376760 840902 85639 280563 127712 937187 258970 726457 106439 923740 
30466 617177 267829 289288 170602 21110 68416 736586 550713 699830 ,514702 742001 741612 529322 452534 533221 452334 262880 514193 14271 
441866 549052 540625 539267 240485 191434 959646 841145 27972 286805 ,250501 459435 187943 826727 879087 141692 956767 956423 750056 187422 
720199 21110 739188 682791 332869 873679 531364 336859 389930 200062 ,205322 684522 547713 738815 381931 510775 265130 449605 117385 194764 
431310 883365 879263 442863 862780 646651 735634 14839 846811 907805 ,397958 869743 627783 861718 543456 10433 899288 796826 972520 59455 
856836 253540 899161 361533 273972 491043 249253 531690 308853 631658 ,634442 887287 399034 707478 876201 393685 885797 198182 185872 253540 
208930 474286 201687 843822 943073 439842 527053 758006 53630 522147 ,223719 736819 872622 668095 666642 705582 919415 670241 213489 260638 
839683 724435 905442 707909 198529 908594 551947 168362 253598 719587 ,595867 16367 268523 915914 40372 346855 417404 569698 71801 886949 
452448 701180 546960 379170 581644 423347 82486 189267 977498 330154 ,953806 847173 825043 53052 143146 121033 75543 488678 884013 661413 
271341 350908 103912 479000 455633 234749 232811 210214 354736 495030 ,844286 745522 321948 822980 94181 96783 546223 808176 818874 102377 
717589 987336 923221 839683 994256 270871 719746 557018 69998 682503 ,963987 395831 679222 810802 728853 794102 188725 273146 560968 551153 
62879 714571 214355 154618 197206 574887 596512 692590 886434 411391 ,233215 74547 166546 632906 804732 66611 62557 907976 929231 233859 
698478 369109 30466 267829 550713 528918 386729 289288 417112 683822 ,205296 740221 286363 704069 942265 166300 720837 514445 120008 463689 
72746 517366 294379 513843 805122 979573 627915 686413 949715 770113 ,64109 227010 242157 898506 268484 519699 706912 771426 337069 230753 
204546 342660 389930 615364 884539 698478 997991 768341 528918 527344 ,83049 732077 696081 254360 699420 971001 859563 593894 85379 87672 
394319 179665 770844 407474 941872 15558 482545 98087 531690 646045 ,689361 273545 287567 941872 870301 679194 15558 956145 398903 128847 
450451 12992 842271 128847 531690 478377 214355 62879 361533 614134 ,739560 695755 174177 100575 457261 735388 752367 899129 181703 759933 
136532 432879 274120 820436 194844 519715 863520 595894 165424 970760 ,972038 440276 964149 778550 399467 604726 44761 632500 275339 503628 
485024 256352 269546 62879 4450 418640 181462 106335 908594 514785 ,577093 762074 823749 865410 565476 224462 483187 795317 226615 574160 
827499 344873 932461 966447 111985 998229 201687 349019 588387 668136 ,15135 15388 13415 12990 517639 426218 249235 283200 398777 680820 
35431 4112 762708 384398 2702 520434 9815 912888 949444 972835 ,753372 99697 108 556402 591332 35431 376554 861897 703885 198064 
102818 848871 646045 348861 835957 490300 886142 343295 503698 317595 ,81731 113568 564327 160171 404275 257980 293103 316383 172144 872253 
432879 254928 726690 8828 336859 944559 136532 510313 84703 96003 ,355480 128312 76518 170354 220878 500595 723061 432643 12641 415744 
908594 342048 839683 948055 730020 485024 763101 670416 84811 135716 ,663446 758896 749444 900469 836240 595624 391110 16382 3125 3356 
500558 450451 62879 509335 531690 297636 739013 128847 361119 485024 ,595476 169650 931623 861070 201396 20651 848046 597082 895825 111673 
475629 842271 734740 230396 834280 62538 812524 185872 573929 250506 ,128864 741367 659723 278125 604524 849884 332914 840094 112915 731717 
588387 366874 62879 368848 19190 485024 644849 318612 395782 201687 ,171696 19190 13647 205398 986249 748252 261244 842683 15121 989088 
770844 62879 563015 201687 901547 116754 797994 509335 333414 648567 ,989268 919037 147396 781391 498714 963588 661710 913121 430107 971563 
